vehicles | 20 | 40 | 3 | [[997, 1051, 1321, 1861], [980, 1033, 1298, 1828], [950, 996, 1226, 1686]] | 
vehicles | 20 | 40 | 4 | [[956, 1045, 1490, 2380], [863, 930, 1265, 1935], [807, 861, 1131, 1671]] | 
vehicles | 20 | 40 | 5 | [[929, 1037, 1577, 2657], [833, 917, 1337, 2177], [803, 880, 1265, 2035]] | 
vehicles | 20 | 40 | 6 | [[884, 993, 1538, 2628], [792, 878, 1308, 2168], [782, 866, 1286, 2126]] | 
vehicles | 20 | 40 | 7 | [[852, 963, 1518, 2628], [766, 856, 1306, 2206], [756, 844, 1284, 2164]] | 
vehicles | 10 | 20 | 2 | [[1736, 1773, 1958, 2328], [1664, 1687, 1802, 2032], [1609, 1623, 1693, 1833]] | 
vehicles | 10 | 20 | 3 | [[1226, 1278, 1538, 2058], [1157, 1195, 1385, 1765], [1133, 1168, 1343, 1693]] | 
vehicles | 10 | 20 | 4 | [[1066, 1131, 1456, 2106], [995, 1044, 1289, 1779], [957, 999, 1209, 1629]] | 
vehicles | 10 | 20 | 5 | [[944, 1015, 1370, 2080], [867, 920, 1185, 1715], [833, 880, 1115, 1585]] | 
vehicles | 10 | 20 | 6 | [[902, 987, 1412, 2262], [831, 900, 1245, 1935], [797, 860, 1175, 1805]] | 
vehicles | 10 | 20 | 7 | [[853, 947, 1417, 2357], [787, 865, 1255, 2035], [757, 829, 1189, 1909]] | 
vehicles | 20 | 40 | 2 | [[1506, 1551, 1776, 2226], [1468, 1510, 1720, 2140], [1396, 1425, 1570, 1860]] | 
vehicles | 20 | 40 | 3 | [[1062, 1135, 1500, 2230], [1000, 1059, 1354, 1944], [932, 974, 1184, 1604]] | 
vehicles | 20 | 40 | 4 | [[1005, 1103, 1593, 2573], [907, 981, 1351, 2091], [849, 909, 1209, 1809]] | 
vehicles | 20 | 40 | 5 | [[932, 1037, 1562, 2612], [833, 913, 1313, 2113], [823, 901, 1291, 2071]] | 
vehicles | 20 | 40 | 6 | [[884, 994, 1544, 2644], [792, 879, 1314, 2184], [785, 871, 1301, 2161]] | 
vehicles | 20 | 40 | 7 | [[875, 996, 1601, 2811], [786, 885, 1380, 2370], [776, 873, 1358, 2328]] | 
