f0004 | 10 | knn | 30days | 15 | False | 0.4 | 0.2 | 0.001 | [[1654, 1669, 1729, 1789, 1939], [1447, 1462, 1522, 1582, 1732], [1279, 1294, 1354, 1414, 1564]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.4 | 0.05 | 0.003 | [[1359, 1374, 1434, 1494, 1644], [1158, 1173, 1233, 1293, 1443], [994, 1009, 1069, 1129, 1279]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.4 | 0.05 | 0.005 | [[1351, 1356, 1376, 1396, 1446], [1150, 1155, 1175, 1195, 1245], [986, 991, 1011, 1031, 1081]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.4 | 0.05 | 0.01 | [[1359, 1359, 1359, 1359, 1359], [1158, 1158, 1158, 1158, 1158], [991, 991, 991, 991, 991]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.2 | 0.001 | [[1368, 1388, 1468, 1548, 1748], [1173, 1193, 1273, 1353, 1553], [1020, 1040, 1120, 1200, 1400]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.2 | 0.003 | [[1368, 1388, 1468, 1548, 1748], [1173, 1193, 1273, 1353, 1553], [1020, 1040, 1120, 1200, 1400]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.2 | 0.005 | [[1360, 1370, 1410, 1450, 1550], [1165, 1175, 1215, 1255, 1355], [1012, 1022, 1062, 1102, 1202]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.2 | 0.01 | [[1371, 1371, 1371, 1371, 1371], [1173, 1173, 1173, 1173, 1173], [1017, 1017, 1017, 1017, 1017]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.15 | 0.001 | [[1368, 1388, 1468, 1548, 1748], [1173, 1193, 1273, 1353, 1553], [1020, 1040, 1120, 1200, 1400]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.15 | 0.003 | [[1368, 1388, 1468, 1548, 1748], [1173, 1193, 1273, 1353, 1553], [1020, 1040, 1120, 1200, 1400]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.15 | 0.005 | [[1360, 1370, 1410, 1450, 1550], [1165, 1175, 1215, 1255, 1355], [1012, 1022, 1062, 1102, 1202]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.15 | 0.01 | [[1371, 1371, 1371, 1371, 1371], [1173, 1173, 1173, 1173, 1173], [1017, 1017, 1017, 1017, 1017]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.1 | 0.001 | [[1353, 1373, 1453, 1533, 1733], [1158, 1178, 1258, 1338, 1538], [1005, 1025, 1105, 1185, 1385]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.1 | 0.003 | [[1353, 1373, 1453, 1533, 1733], [1158, 1178, 1258, 1338, 1538], [1005, 1025, 1105, 1185, 1385]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.1 | 0.005 | [[1345, 1355, 1395, 1435, 1535], [1150, 1160, 1200, 1240, 1340], [997, 1007, 1047, 1087, 1187]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.1 | 0.01 | [[1356, 1356, 1356, 1356, 1356], [1158, 1158, 1158, 1158, 1158], [1002, 1002, 1002, 1002, 1002]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.07 | 0.001 | [[1299, 1319, 1399, 1479, 1679], [1105, 1125, 1205, 1285, 1485], [953, 973, 1053, 1133, 1333]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.07 | 0.003 | [[1299, 1319, 1399, 1479, 1679], [1105, 1125, 1205, 1285, 1485], [953, 973, 1053, 1133, 1333]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.07 | 0.005 | [[1291, 1301, 1341, 1381, 1481], [1097, 1107, 1147, 1187, 1287], [945, 955, 995, 1035, 1135]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.07 | 0.01 | [[1302, 1302, 1302, 1302, 1302], [1105, 1105, 1105, 1105, 1105], [950, 950, 950, 950, 950]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.05 | 0.001 | [[1207, 1227, 1307, 1387, 1587], [1014, 1034, 1114, 1194, 1394], [864, 884, 964, 1044, 1244]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.05 | 0.003 | [[1207, 1227, 1307, 1387, 1587], [1014, 1034, 1114, 1194, 1394], [864, 884, 964, 1044, 1244]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.05 | 0.005 | [[1199, 1209, 1249, 1289, 1389], [1006, 1016, 1056, 1096, 1196], [856, 866, 906, 946, 1046]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.5 | 0.05 | 0.01 | [[1210, 1210, 1210, 1210, 1210], [1014, 1014, 1014, 1014, 1014], [861, 861, 861, 861, 861]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.2 | 0.001 | [[1039, 1059, 1139, 1219, 1419], [864, 884, 964, 1044, 1244], [729, 749, 829, 909, 1109]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.2 | 0.003 | [[1040, 1060, 1140, 1220, 1420], [865, 885, 965, 1045, 1245], [730, 750, 830, 910, 1110]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.2 | 0.005 | [[1039, 1049, 1089, 1129, 1229], [863, 873, 913, 953, 1053], [726, 736, 776, 816, 916]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.2 | 0.01 | [[1079, 1079, 1079, 1079, 1079], [892, 892, 892, 892, 892], [746, 746, 746, 746, 746]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.15 | 0.001 | [[1039, 1059, 1139, 1219, 1419], [864, 884, 964, 1044, 1244], [729, 749, 829, 909, 1109]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.15 | 0.003 | [[1040, 1060, 1140, 1220, 1420], [865, 885, 965, 1045, 1245], [730, 750, 830, 910, 1110]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.15 | 0.005 | [[1039, 1049, 1089, 1129, 1229], [863, 873, 913, 953, 1053], [726, 736, 776, 816, 916]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.15 | 0.01 | [[1079, 1079, 1079, 1079, 1079], [892, 892, 892, 892, 892], [746, 746, 746, 746, 746]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.1 | 0.001 | [[1036, 1056, 1136, 1216, 1416], [861, 881, 961, 1041, 1241], [726, 746, 826, 906, 1106]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.1 | 0.003 | [[1037, 1057, 1137, 1217, 1417], [862, 882, 962, 1042, 1242], [727, 747, 827, 907, 1107]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.1 | 0.005 | [[1036, 1046, 1086, 1126, 1226], [860, 870, 910, 950, 1050], [723, 733, 773, 813, 913]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.1 | 0.01 | [[1076, 1076, 1076, 1076, 1076], [889, 889, 889, 889, 889], [743, 743, 743, 743, 743]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.07 | 0.001 | [[1016, 1036, 1116, 1196, 1396], [841, 861, 941, 1021, 1221], [707, 727, 807, 887, 1087]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.07 | 0.003 | [[1017, 1037, 1117, 1197, 1397], [842, 862, 942, 1022, 1222], [708, 728, 808, 888, 1088]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.07 | 0.005 | [[1016, 1026, 1066, 1106, 1206], [840, 850, 890, 930, 1030], [704, 714, 754, 794, 894]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.07 | 0.01 | [[1056, 1056, 1056, 1056, 1056], [869, 869, 869, 869, 869], [724, 724, 724, 724, 724]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.05 | 0.001 | [[980, 1000, 1080, 1160, 1360], [805, 825, 905, 985, 1185], [673, 693, 773, 853, 1053]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.05 | 0.003 | [[981, 1001, 1081, 1161, 1361], [806, 826, 906, 986, 1186], [674, 694, 774, 854, 1054]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.05 | 0.005 | [[980, 990, 1030, 1070, 1170], [804, 814, 854, 894, 994], [670, 680, 720, 760, 860]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.6 | 0.05 | 0.01 | [[1020, 1020, 1020, 1020, 1020], [833, 833, 833, 833, 833], [690, 690, 690, 690, 690]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.2 | 0.001 | [[795, 825, 945, 1065, 1365], [641, 671, 791, 911, 1211], [523, 553, 673, 793, 1093]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.2 | 0.003 | [[801, 831, 951, 1071, 1371], [646, 676, 796, 916, 1216], [528, 558, 678, 798, 1098]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.2 | 0.005 | [[804, 814, 854, 894, 994], [648, 658, 698, 738, 838], [527, 537, 577, 617, 717]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.2 | 0.01 | [[869, 869, 869, 869, 869], [699, 699, 699, 699, 699], [566, 566, 566, 566, 566]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.15 | 0.001 | [[795, 825, 945, 1065, 1365], [641, 671, 791, 911, 1211], [523, 553, 673, 793, 1093]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.15 | 0.003 | [[801, 831, 951, 1071, 1371], [646, 676, 796, 916, 1216], [528, 558, 678, 798, 1098]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.15 | 0.005 | [[804, 814, 854, 894, 994], [648, 658, 698, 738, 838], [527, 537, 577, 617, 717]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.15 | 0.01 | [[869, 869, 869, 869, 869], [699, 699, 699, 699, 699], [566, 566, 566, 566, 566]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.1 | 0.001 | [[794, 824, 944, 1064, 1364], [640, 670, 790, 910, 1210], [522, 552, 672, 792, 1092]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.1 | 0.003 | [[800, 830, 950, 1070, 1370], [645, 675, 795, 915, 1215], [527, 557, 677, 797, 1097]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.1 | 0.005 | [[803, 813, 853, 893, 993], [647, 657, 697, 737, 837], [526, 536, 576, 616, 716]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.1 | 0.01 | [[868, 868, 868, 868, 868], [698, 698, 698, 698, 698], [565, 565, 565, 565, 565]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.07 | 0.001 | [[786, 816, 936, 1056, 1356], [632, 662, 782, 902, 1202], [514, 544, 664, 784, 1084]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.07 | 0.003 | [[792, 822, 942, 1062, 1362], [637, 667, 787, 907, 1207], [519, 549, 669, 789, 1089]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.07 | 0.005 | [[795, 805, 845, 885, 985], [639, 649, 689, 729, 829], [518, 528, 568, 608, 708]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.07 | 0.01 | [[860, 860, 860, 860, 860], [690, 690, 690, 690, 690], [557, 557, 557, 557, 557]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.05 | 0.001 | [[777, 807, 927, 1047, 1347], [623, 653, 773, 893, 1193], [506, 536, 656, 776, 1076]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.05 | 0.003 | [[783, 813, 933, 1053, 1353], [628, 658, 778, 898, 1198], [511, 541, 661, 781, 1081]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.05 | 0.005 | [[786, 796, 836, 876, 976], [630, 640, 680, 720, 820], [510, 520, 560, 600, 700]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.7 | 0.05 | 0.01 | [[851, 851, 851, 851, 851], [681, 681, 681, 681, 681], [549, 549, 549, 549, 549]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.2 | 0.001 | [[535, 580, 760, 940, 1390], [411, 456, 636, 816, 1266], [325, 370, 550, 730, 1180]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.2 | 0.003 | [[548, 583, 723, 863, 1213], [421, 456, 596, 736, 1086], [332, 367, 507, 647, 997]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.2 | 0.005 | [[576, 586, 626, 666, 766], [441, 451, 491, 531, 631], [345, 355, 395, 435, 535]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.2 | 0.01 | [[703, 703, 703, 703, 703], [547, 547, 547, 547, 547], [429, 429, 429, 429, 429]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.15 | 0.001 | [[535, 580, 760, 940, 1390], [411, 456, 636, 816, 1266], [325, 370, 550, 730, 1180]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.15 | 0.003 | [[548, 583, 723, 863, 1213], [421, 456, 596, 736, 1086], [332, 367, 507, 647, 997]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.15 | 0.005 | [[576, 586, 626, 666, 766], [441, 451, 491, 531, 631], [345, 355, 395, 435, 535]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.15 | 0.01 | [[703, 703, 703, 703, 703], [547, 547, 547, 547, 547], [429, 429, 429, 429, 429]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.1 | 0.001 | [[535, 580, 760, 940, 1390], [411, 456, 636, 816, 1266], [325, 370, 550, 730, 1180]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.1 | 0.003 | [[548, 583, 723, 863, 1213], [421, 456, 596, 736, 1086], [332, 367, 507, 647, 997]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.1 | 0.005 | [[576, 586, 626, 666, 766], [441, 451, 491, 531, 631], [345, 355, 395, 435, 535]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.1 | 0.01 | [[703, 703, 703, 703, 703], [547, 547, 547, 547, 547], [429, 429, 429, 429, 429]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.07 | 0.001 | [[534, 579, 759, 939, 1389], [410, 455, 635, 815, 1265], [324, 369, 549, 729, 1179]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.07 | 0.003 | [[547, 582, 722, 862, 1212], [420, 455, 595, 735, 1085], [331, 366, 506, 646, 996]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.07 | 0.005 | [[575, 585, 625, 665, 765], [440, 450, 490, 530, 630], [344, 354, 394, 434, 534]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.07 | 0.01 | [[702, 702, 702, 702, 702], [546, 546, 546, 546, 546], [428, 428, 428, 428, 428]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.05 | 0.001 | [[534, 579, 759, 939, 1389], [410, 455, 635, 815, 1265], [324, 369, 549, 729, 1179]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.05 | 0.003 | [[547, 582, 722, 862, 1212], [420, 455, 595, 735, 1085], [331, 366, 506, 646, 996]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.05 | 0.005 | [[575, 585, 625, 665, 765], [440, 450, 490, 530, 630], [344, 354, 394, 434, 534]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.8 | 0.05 | 0.01 | [[702, 702, 702, 702, 702], [546, 546, 546, 546, 546], [428, 428, 428, 428, 428]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.2 | 0.001 | [[265, 330, 590, 850, 1500], [199, 264, 524, 784, 1434], [160, 225, 485, 745, 1395]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.2 | 0.003 | [[387, 422, 562, 702, 1052], [292, 327, 467, 607, 957], [225, 260, 400, 540, 890]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.2 | 0.005 | [[473, 483, 523, 563, 663], [357, 367, 407, 447, 547], [274, 284, 324, 364, 464]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.2 | 0.01 | [[661, 661, 661, 661, 661], [516, 516, 516, 516, 516], [404, 404, 404, 404, 404]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.15 | 0.001 | [[265, 330, 590, 850, 1500], [199, 264, 524, 784, 1434], [160, 225, 485, 745, 1395]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.15 | 0.003 | [[387, 422, 562, 702, 1052], [292, 327, 467, 607, 957], [225, 260, 400, 540, 890]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.15 | 0.005 | [[473, 483, 523, 563, 663], [357, 367, 407, 447, 547], [274, 284, 324, 364, 464]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.15 | 0.01 | [[661, 661, 661, 661, 661], [516, 516, 516, 516, 516], [404, 404, 404, 404, 404]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.1 | 0.001 | [[265, 330, 590, 850, 1500], [199, 264, 524, 784, 1434], [160, 225, 485, 745, 1395]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.1 | 0.003 | [[387, 422, 562, 702, 1052], [292, 327, 467, 607, 957], [225, 260, 400, 540, 890]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.1 | 0.005 | [[473, 483, 523, 563, 663], [357, 367, 407, 447, 547], [274, 284, 324, 364, 464]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.1 | 0.01 | [[661, 661, 661, 661, 661], [516, 516, 516, 516, 516], [404, 404, 404, 404, 404]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.07 | 0.001 | [[265, 330, 590, 850, 1500], [199, 264, 524, 784, 1434], [160, 225, 485, 745, 1395]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.07 | 0.003 | [[387, 422, 562, 702, 1052], [292, 327, 467, 607, 957], [225, 260, 400, 540, 890]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.07 | 0.005 | [[473, 483, 523, 563, 663], [357, 367, 407, 447, 547], [274, 284, 324, 364, 464]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.07 | 0.01 | [[661, 661, 661, 661, 661], [516, 516, 516, 516, 516], [404, 404, 404, 404, 404]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.05 | 0.001 | [[265, 330, 590, 850, 1500], [199, 264, 524, 784, 1434], [160, 225, 485, 745, 1395]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.05 | 0.003 | [[387, 422, 562, 702, 1052], [292, 327, 467, 607, 957], [225, 260, 400, 540, 890]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.05 | 0.005 | [[473, 483, 523, 563, 663], [357, 367, 407, 447, 547], [274, 284, 324, 364, 464]] | 
f0004 | 10 | knn | 30days | 15 | False | 0.9 | 0.05 | 0.01 | [[661, 661, 661, 661, 661], [516, 516, 516, 516, 516], [404, 404, 404, 404, 404]] | 
